celebrity_name,season,overall_avg_score,final_placement,avg_judge_disagreement,max_judge_disagreement,avg_judge_range,score_trend_slope,score_trend_r2,trend_category,last_2_weeks_momentum
Candace Cameron Bure,18,0.8299993333333333,3,0.19433756729740642,0.5773502691896257,0.35,0.016969333333333357,0.4109770810787219,Stable,
Sean Avery,18,0.6833333333333333,11,0.2886751345948129,0.5773502691896258,0.5,0.033333333333333305,1.0,Insufficient_Data,
Diana Nyad,18,0.6,12,0.0,0.0,0.0,0.0,0.0,Insufficient_Data,
Charlie White,18,0.9023148148148148,5,0.38511557888506176,1.1547005383792517,0.7777777777777778,0.012499999999999997,0.40231788079470143,Stable,
Amy Purdy,18,0.9126386666666667,2,0.23858642527218854,0.5773502691896257,0.43333999999999995,0.02249987878787881,0.8530515695961404,Stable,
Meryl Davis,18,0.9358333333333333,1,0.28938468501173514,0.816496580927726,0.6,0.01631313131313138,0.45286991097047014,Stable,
Drew Carey,18,0.7458333333333332,8,0.3156411416862253,0.816496580927726,0.6666666666666666,0.01642857142857143,0.30431447746883966,Stable,
Cody Simpson,18,0.7933333333333332,9,0.5464101615137754,0.5773502691896258,1.0,0.02750000000000004,0.4342105263157896,Stable,
NeNe Leakes,18,0.7892857142857144,7,0.23507103205255753,0.6454972243679028,0.5,0.02678571428571426,0.6465517241379307,Stable,
Antonio Sabato Jr.,19,0.7125,8,0.43807094013253234,0.816496580927726,0.9285714285714286,0.005803571428571458,0.07360627177700318,No_Clear_Trend,
Jonathan Bennett,19,0.7166666666666667,9,0.19245008972987523,0.5773502691896257,0.3333333333333333,-0.011428571428571462,0.05274725274725278,No_Clear_Trend,
Lea Thompson,19,0.8472222222222222,6,0.2949667264865835,0.5773502691896257,0.5555555555555556,0.0016666666666666663,0.005454545454545601,No_Clear_Trend,
Janel Parrish,19,0.9045449999999999,3,0.3172865919582524,0.9574271077563381,0.6212181818181818,0.018181590909090894,0.35019881938455877,Stable,-4.999999999810711e-06
Alfonso Ribeiro,19,0.9181818181818181,1,0.1958818671253865,0.5773502691896257,0.36363636363636365,0.014431818181818155,0.3372856545378503,Stable,0.0625
Lolo Jones,19,0.55,13,0.5773502691896257,0.5773502691896257,1.0,0.0,0.0,Insufficient_Data,
Randy Couture,19,0.7083333333333334,11,0.3591167563965419,0.5773502691896257,0.6666666666666666,-0.06250000000000024,0.9868421052631576,Declining,
Tommy Chong,19,0.71625,5,0.3116025403784438,1.0,0.6,0.00386363636363637,0.027357924962922775,No_Clear_Trend,
Betsey Johnson,19,0.6625,10,0.4395764348029479,1.2583057392117916,1.0,0.06999999999999997,0.6877192982456143,Improving,
Michael Waltrip,19,0.640625,7,0.2596687836487032,0.5773502691896257,0.5,0.00625000000000003,0.03984819734345346,No_Clear_Trend,
Tavis Smiley,19,0.7124999999999999,12,0.25,0.5,0.5,-0.02500000000000012,1.0,Insufficient_Data,
Bethany Mota,19,0.9011363636363636,4,0.185334103144983,0.5,0.36363636363636365,0.01374999999999997,0.3569234519746465,Stable,0.0
Sadie Robertson,19,0.8791663636363637,2,0.3756333177339124,0.9574271077563381,0.7121272727272726,0.01390136363636361,0.4213474251320287,Stable,0.058330000000000104
Suzanne Somers,20,0.6699999999999999,9,0.2,0.5,0.4,0.015000000000000017,0.33333333333333337,Stable,
Willow Shields,20,0.8482142857142857,7,0.3651519747239707,0.5773502691896257,0.7142857142857143,0.04732142857142857,0.6908509591736349,Stable,
Riker Lynch,20,0.9075,2,0.43618073195657986,1.0,0.85,0.02590909090909096,0.9032527105921603,Stable,
Rumer Willis,20,0.90625,1,0.2767388688472982,0.5,0.55,0.02401515151515157,0.8218950640003271,Stable,
Nastia Liukin,20,0.9097222222222222,4,0.4646623867504471,0.816496580927726,0.8888888888888888,0.02770833333333334,0.8021009673518742,Stable,
Michael Sam,20,0.675,10,0.28867513459481287,0.5773502691896257,0.5,0.019999999999999914,0.16000000000000003,No_Clear_Trend,
Robert Herjavec,20,0.7453124999999999,6,0.2909187836487032,0.5773502691896257,0.5625,0.011755952380952492,0.12388098215526377,No_Clear_Trend,
Charlotte McKinney,20,0.5833333333333334,11,0.5773502691896257,0.5773502691896257,1.0,-5.93439168722175e-17,9.992007221626409e-16,No_Clear_Trend,
Noah Galloway,20,0.8012499999999999,3,0.312944540977084,0.816496580927726,0.65,0.03007575757575758,0.6892813253038395,Stable,
Redfoo,20,0.6625000000000001,12,0.5386751345948129,0.5773502691896257,1.0,0.22499999999999998,1.0,Insufficient_Data,
Patti LaBelle,20,0.6916666666666668,8,0.4271581381405191,0.5773502691896257,0.8333333333333334,0.03571428571428569,0.4185267857142857,Stable,
Chris Soules,20,0.709375,5,0.4356998199566861,0.5773502691896257,0.875,0.033630952380952414,0.5943769492156588,Stable,
Gary Busey,21,0.5520833333333333,10,0.26933756729740643,0.5773502691896258,0.5,0.017500000000000036,0.18260869565217308,No_Clear_Trend,
Alexa PenaVega,21,0.8518511111111111,6,0.2566001196398337,0.5773502691896258,0.4444444444444444,0.025832999999999967,0.37258020373559286,Stable,
Carlos PenaVega,21,0.8999993939393941,4,0.3463091887962275,0.5773502691896258,0.6363636363636364,0.026969575757575713,0.7510721717678632,Stable,-0.050000000000000044
Victor Espinoza,21,0.5583333333333333,12,0.2886751345948129,0.5773502691896258,0.5,0.11666666666666654,1.0,Insufficient_Data,
Alek Skarlatos,21,0.8212118181818181,3,0.32006599474215364,0.5773502691896258,0.5909090909090909,0.01909075757575756,0.6510535456323678,Stable,-0.016670000000000074
Chaka Khan,21,0.4666666666666667,13,0.2886751345948129,0.5773502691896258,0.5,0.06666666666666671,1.0,Insufficient_Data,
Andy Grammer,21,0.8197908333333332,7,0.2790063509461097,0.5773502691896263,0.5000000000000001,0.03164626984126988,0.4900957693754313,Stable,
Tamar Braxton,21,0.8537037037037037,5,0.3035612008409864,0.5773502691896258,0.5555555555555556,0.01333333333333333,0.17855851201239992,No_Clear_Trend,
Nick Carter,21,0.9106060606060606,2,0.11715228496316481,0.5,0.22727272727272727,0.018863636363636336,0.44585790306342565,Stable,0.09999999999999998
Hayes Grier,21,0.7976190476190476,8,0.27762509613915204,0.5773502691896257,0.5,0.028571428571428574,0.5052631578947373,Stable,
Bindi Irwin,21,0.9280303030303031,1,0.17667051572491493,0.5773502691896257,0.3181818181818182,0.024015151515151444,0.7817722109849071,Stable,-0.050000000000000044
Kim Zolciak-Biermann,21,0.5083333333333333,11,0.14433756729740643,0.28867513459481287,0.25,0.21666666666666656,1.0,Insufficient_Data,
Paula Deen,21,0.5777777777777778,9,0.14433756729740643,0.5773502691896257,0.25,0.020000000000000014,0.3532710280373831,Stable,
Mischa Barton,22,0.5444444444444444,11,0.1924500897298753,0.5773502691896258,0.3333333333333333,0.033333333333333305,0.4285714285714286,Stable,
Kim Fields,22,0.7428571428571428,8,0.4536323543632775,1.1547005383792515,0.7857142857142857,0.03214285714285718,0.6956106870229003,Stable,
Jodie Sweetin,22,0.7958333333333334,6,0.40400635094610965,0.5773502691896258,0.75,0.04146825396825395,0.7715310159672175,Stable,
Doug Flutie,22,0.6388888888888888,9,0.1924500897298753,0.5773502691896258,0.3333333333333333,0.02952380952380949,0.5116237799467613,Stable,
Von Miller,22,0.7464285714285713,7,0.42048223899629494,1.0,0.7857142857142857,0.02946428571428574,0.6840452261306535,Stable,
Antonio Brown,22,0.7898148148148149,5,0.42326678630650033,1.0,0.7777777777777778,0.0348611111111111,0.6036120337250894,Stable,
Paige VanZant,22,0.8697220000000001,2,0.3001889656506324,0.5773502691896258,0.5333399999999999,0.029848363636363683,0.802586859483993,Stable,
Geraldo Rivera,22,0.43333333333333335,12,0.5773502691896258,0.5773502691896258,1.0,4.965068306494546e-17,0.0,Insufficient_Data,
Nyle DiMarco,22,0.8691660000000001,1,0.42527767497325675,0.5773502691896258,0.75,0.027928929292929335,0.7377466912149164,Stable,
Ginger Zee,22,0.8461106666666668,3,0.13471313831001547,0.5773502691896258,0.23333000000000012,0.028989656565656573,0.6790631881302319,Stable,
Wanya Morris,22,0.8564814814814815,4,0.3442306901503684,0.5773502691896258,0.6111111111111112,0.022638888888888882,0.48792238001958876,Stable,
Marla Maples,22,0.6916666666666667,10,0.14433756729740646,0.5773502691896258,0.25,0.0033333333333332646,0.0666666666666701,No_Clear_Trend,
Jake T. Austin,23,0.575,13,0.28867513459481287,0.5773502691896257,0.5,0.04999999999999994,1.0,Insufficient_Data,
Maureen McCormick,23,0.7285714285714286,8,0.27762509613915204,0.5773502691896257,0.5,0.041964285714285746,0.8145280235988199,Stable,
Marilu Henner,23,0.7740740740740741,6,0.2847720920936794,0.5773502691896258,0.5555555555555556,0.025416666666666636,0.5632821260372283,Stable,
Ryan Lochte,23,0.7250000000000001,7,0.31509074277046123,0.5773502691896258,0.5625,0.04087301587301589,0.9037396711815315,Stable,
Calvin Johnson Jr.,23,0.8530297727272728,3,0.2635182552335344,0.5773502691896258,0.48484545454545463,0.03128761363636361,0.8133115185800728,Stable,0.02499416666666665
Laurie Hernandez,23,0.9140148484848485,1,0.24986840025596505,0.5773502691896257,0.48485454545454537,0.024961969696969684,0.5594771664339193,Stable,-0.01666999999999985
Amber Rose,23,0.6875,9,0.08333333333333333,0.5,0.16666666666666666,0.03642857142857139,0.5196803196803197,Stable,
Rick Perry,23,0.5416666666666666,12,0.3591167563965419,0.5773502691896257,0.6666666666666666,0.03749999999999981,0.9642857142857142,Stable,
James Hinchcliffe,23,0.9113625757575757,2,0.36146373425077294,0.5773502691896257,0.6666727272727272,0.0271208636363636,0.48214503086965466,Stable,-0.008338333333333225
Babyface,23,0.65625,11,0.41367513459481287,0.5773502691896257,0.75,-0.02749999999999995,0.29156626506024097,No_Clear_Trend,
Vanilla Ice,23,0.6541666666666667,10,0.6530319115338974,0.9574271077563381,1.25,0.03500000000000001,0.3094736842105267,Stable,
Jana Kramer,23,0.8545454545454544,4,0.3824424185271088,0.9574271077563381,0.7272727272727273,0.03219696969696968,0.6482029750049343,Stable,-0.07916666666666672
Terra Jole,23,0.8245833333333333,5,0.35594010767585027,0.5773502691896257,0.65,0.02901515151515155,0.6447499703313657,Stable,
Charo,24,0.5833333333333334,11,0.3333333333333333,0.5,0.6666666666666666,0.03749999999999985,0.5192307692307689,Stable,
Mr. T,24,0.5874999999999999,10,0.14433756729740643,0.5773502691896257,0.25,0.06499999999999992,0.9657142857142859,Improving,
Heather Morris,24,0.8208333333333333,8,0.47767090063073975,1.0,0.9166666666666666,0.04214285714285715,0.9069040382110292,Stable,
Nancy Kerrigan,24,0.8125,7,0.17857142857142858,0.5,0.35714285714285715,0.03392857142857145,0.7755102040816328,Stable,
Bonner Bolton,24,0.7109375,5,0.47953784865316607,1.4142135623730951,0.9375,0.02514880952380952,0.4583915129921198,Stable,
Simone Biles,24,0.8791666666666667,4,0.29376076112415017,0.816496580927726,0.6111111111111112,0.027291666666666697,0.674567610062893,Stable,
David Ross,24,0.78208325,2,0.3205325134594813,0.5,0.63333,0.021742378787878804,0.8222348543123063,Stable,
Rashad Jennings,24,0.8791665,1,0.37119101348058947,0.816496580927726,0.7833399999999999,0.026363545454545525,0.5919043674808104,Stable,
Chris Kattan,24,0.48750000000000004,12,0.5386751345948129,0.5773502691896257,1.0,0.12499999999999997,1.0,Insufficient_Data,
Erika Jayne,24,0.7,9,0.2309401076758503,0.5773502691896257,0.4,0.045000000000000026,0.8100000000000003,Stable,
Normani,24,0.897083,3,0.35434422110517205,0.816496580927726,0.7333399999999999,0.03143921212121219,0.6895104246293987,Stable,
Nick Viall,24,0.7267857142857144,6,0.502404026359263,0.9574271077563381,0.9285714285714286,0.043750000000000025,0.8307958477508649,Stable,
Sasha Pieterse,25,0.7166666666666666,10,0.21547005383792514,0.5773502691896258,0.4,0.045000000000000054,0.5695312500000004,Stable,
Frankie Muniz,25,0.8380550833333332,3,0.32230043240454453,0.5773502691896258,0.61667,0.028636106060606077,0.5172107895075453,Stable,
Jordan Fisher,25,0.9174999999999999,1,0.30980762113533167,1.1547005383792517,0.55,0.025303030303030338,0.6312632508167407,Stable,
Derek Fisher,25,0.675,11,0.21650635094610968,0.5773502691896258,0.375,0.056666666666666615,0.9796610169491526,Improving,
Nikki Bella,25,0.7738095238095237,8,0.08247860988423227,0.5773502691896258,0.14285714285714285,0.03928571428571431,0.6600000000000006,Stable,
Terrell Owens,25,0.7593749999999999,6,0.23325317547305482,0.5773502691896257,0.4375,0.047519841269841274,0.736286940141647,Stable,
Victoria Arlen,25,0.8175925925925926,5,0.24800564528543084,0.5773502691896258,0.4444444444444444,0.02847222222222223,0.5131675350048845,Stable,
Barbara Corcoran,25,0.5166666666666666,13,0.5773502691896258,0.5773502691896258,1.0,0.09999999999999991,1.0,Insufficient_Data,
Lindsey Stirling,25,0.8883333333333333,2,0.2732050807568877,0.5773502691896258,0.5,0.023131313131313176,0.5797596541850462,Stable,
Debbie Gibson,25,0.625,12,0.43301270189221935,0.5773502691896258,0.75,0.11666666666666654,1.0,Insufficient_Data,
Nick Lachey,25,0.6749999999999999,9,0.38490017945975047,0.5773502691896258,0.6666666666666666,0.016666666666666687,0.315315315315316,Stable,
Drew Scott,25,0.7837500000000001,4,0.35594010767585027,1.0,0.65,0.029722222222222237,0.5672238061136707,Stable,
Vanessa Lachey,25,0.8071428571428572,7,0.12371791482634839,0.5773502691896258,0.21428571428571427,0.030952380952380985,0.8644501278772381,Stable,
Jamie Anderson,26,0.6333333333333333,10,0.5773502691896258,0.5773502691896258,1.0,0.0,0.0,Insufficient_Data,
Johnny Damon,26,0.6,9,0.0,0.0,0.0,0.0,0.0,Insufficient_Data,
Kareem Abdul-Jabbar,26,0.6520833333333333,8,0.5280319115338974,0.5773502691896258,1.0,0.17083333333333328,1.0,Insufficient_Data,
Arike Ogunbowale,26,0.7708333333333333,7,0.5386751345948129,0.5773502691896258,1.0,0.2083333333333333,1.0,Insufficient_Data,
Jennie Finch Daigle,26,0.7374999999999999,6,0.32623785129272304,0.5,0.6666666666666666,0.012499999999999862,0.0769230769230771,No_Clear_Trend,
Chris Mazdzer,26,0.7833333333333332,5,0.4153674141170503,0.9574271077563381,0.8333333333333334,0.06249999999999989,0.75,Improving,
Mirai Nagasu,26,0.8555555555555556,4,0.5257834230632086,0.5773502691896258,1.0,0.054166666666666564,0.44787985865724345,Improving,
Tonya Harding,26,0.8500000000000001,3,0.46650635094610965,0.5773502691896258,0.875,0.055,0.9990825688073395,Improving,
Josh Norman,26,0.871875,2,0.0625,0.25,0.125,0.06124999999999992,0.7658692185007973,Improving,
Adam Rippon,26,0.9291666666666667,1,0.26933756729740643,0.5,0.5,0.0599999999999999,0.6595419847328248,Improving,
Juan Pablo Di Pace,27,0.9125000000000001,5,0.25259074277046123,0.5773502691896258,0.4375,0.028174603174603276,0.4554983283636034,Stable,
Evanna Lynch,27,0.8685185185185185,3,0.23941117093102793,1.0,0.4444444444444444,0.040555555555555546,0.7207844905320108,Stable,
Nancy McKeon,27,0.688888888888889,11,0.2886751345948129,0.5773502691896258,0.5,0.041666666666666595,0.9868421052631582,Stable,
John Schneider,27,0.7214285714285715,8,0.30781436262560735,1.0,0.5714285714285714,0.029761904761904764,0.4032258064516129,Stable,
Milo Manheim,27,0.9092592592592593,2,0.399786245705924,1.0,0.7222222222222222,0.027499999999999976,0.5404963235294116,Stable,
Danelle Umstead,27,0.6083333333333334,12,0.14433756729740643,0.28867513459481287,0.25,0.016666666666666687,1.0,Insufficient_Data,
Mary Lou Retton,27,0.7888888888888889,9,0.28867513459481287,0.5773502691896257,0.5,0.02666666666666664,0.5250000000000004,Stable,
DeMarcus Ware,27,0.8238095238095239,7,0.4948716593053935,0.5773502691896258,0.8571428571428571,0.018452380952381,0.43055555555555514,Stable,
Nikki Glaser,27,0.5833333333333334,13,0.28867513459481287,0.28867513459481287,0.5,0.0,0.0,Insufficient_Data,
Bobby Bones,27,0.7462962962962963,1,0.3442306901503685,0.5773502691896258,0.6111111111111112,0.02555555555555553,0.5839926402943878,Stable,
Tinashe,27,0.85,10,0.4330127018922193,0.5773502691896258,0.75,0.03333333333333331,0.5555555555555556,Stable,
Alexis Ren,27,0.8833333333333333,4,0.3207501495497921,0.5773502691896257,0.5555555555555556,0.02472222222222219,0.7416666666666663,Stable,
Joe Amabile,27,0.625,6,0.3247595264191645,0.5773502691896258,0.5625,0.04246031746031744,0.7327828981054787,Stable,
Kate Flannery,28,0.7520825000000001,7,0.07216878364870322,0.5773502691896257,0.125,0.04186452380952383,0.6207960957795634,Stable,
James Van Der Beek,28,0.831666,5,0.21402990980327402,0.5773502691896258,0.4,0.03100989898989902,0.579439734428475,Stable,
Kel Mitchell,28,0.828029696969697,2,0.3674047167570346,0.5773502691896258,0.6363636363636364,0.04128775757575753,0.8479198846511965,Stable,0.033333333333333326
Ray Lewis,28,0.5,11,0.0,0.0,0.0,9.930136612989092e-17,0.0,Insufficient_Data,
Lamar Odom,28,0.41666666666666663,10,0.6422285251880866,1.4142135623730951,1.25,0.03999999999999997,0.8000000000000007,Stable,
Sailor Brinkley-Cook,28,0.7402777777777777,9,0.17955837819827095,0.5773502691896258,0.3333333333333333,0.06023809523809519,0.9028279931357107,Improving,
Sean Spicer,28,0.587037037037037,6,0.28008066024041006,0.5773502691896258,0.5,0.03124999999999998,0.6914724093971956,Stable,
Mary Wilson,28,0.5333333333333333,12,0.2886751345948129,0.5773502691896258,0.5,-0.06666666666666655,1.0,Insufficient_Data,
Lauren Alaina,28,0.7992424242424242,4,0.2886751345948129,0.5773502691896258,0.5,0.03098484848484846,0.8314991549855849,Stable,0.04999999999999993
Ally Brooke,28,0.856060606060606,3,0.1837023583785173,0.5773502691896258,0.3181818181818182,0.041818181818181796,0.8398676957001103,Stable,0.01666666666666672
Karamo Brown,28,0.6833333333333333,8,0.4536323543632775,1.1547005383792517,0.7857142857142857,0.047023809523809544,0.7793456543456541,Stable,
Hannah Brown,28,0.8412872727272728,1,0.28515921326801175,1.1547005383792517,0.5,0.02693169696969695,0.697068142998459,Stable,0.06666666666666665
Anne Heche,29,0.6,13,0.0,0.0,0.0,0.019999999999999934,0.09999999999999964,No_Clear_Trend,
Jesse Metcalfe,29,0.6533333333333333,12,0.3464101615137755,0.5773502691896258,0.6,0.01000000000000001,0.17307692307692324,No_Clear_Trend,
Chrishell Stause,29,0.7125,8,0.36084391824351614,0.5773502691896258,0.625,0.05595238095238098,0.8002656683975364,Improving,
Skai Jackson,29,0.7849986666666667,5,0.11547005383792515,0.5773502691896258,0.2,0.040706585858585866,0.5143108840393609,Stable,
Justina Machado,29,0.8363624242424241,4,0.1312159702703695,0.5773502691896258,0.22727272727272727,0.03333303030303025,0.8276303319200703,Stable,0.033333333333333326
Charles Oakley,29,0.45,15,0.0,0.0,0.0,0.0999999999999999,1.0,Insufficient_Data,
Veron Davis,29,0.6722222222222222,11,0.2886751345948129,0.5773502691896258,0.5,0.027619047619047602,0.5261730969760168,Stable,
Johnny Weir,29,0.835,6,0.11547005383792515,0.5773502691896258,0.2,0.04252525252525252,0.7021753685369843,Stable,
Nev Schulman,29,0.8787872727272728,2,0.15745916432444337,0.5773502691896258,0.2727272727272727,0.035454363636363596,0.8854438750522464,Stable,0.0
AJ McLean,29,0.7814807407407407,7,0.1924500897298753,0.5773502691896263,0.3333333333333334,0.036110666666666645,0.7804664660818483,Stable,
Nelly,29,0.7651515151515151,3,0.07872958216222171,0.5773502691896258,0.13636363636363635,0.03924242424242422,0.8554067839836776,Stable,0.016666666666666607
Kaitlyn Bristowe,29,0.8666666666666667,1,0.35334103144982987,1.0,0.6363636363636364,0.032121212121212106,0.8512121212121212,Stable,0.0
Carole Baskin,29,0.4333333333333333,14,0.7182335127930838,1.0,1.3333333333333333,0.01666666666666659,0.03571428571428559,No_Clear_Trend,
Monica Aldama,29,0.738095238095238,10,0.329914439536929,0.5773502691896258,0.5714285714285714,0.0428571428571429,0.5094339622641508,Stable,
Jeannie Mai,29,0.7285714285714285,9,0.24743582965269675,0.5773502691896258,0.42857142857142855,0.04404761904761908,0.8912760416666667,Stable,
Martin Kove,30,0.35,15,0.5,0.5,1.0,0.049999999999999975,1.0,Insufficient_Data,
Brian Austin Green,30,0.6145833333333333,13,0.3713996399133722,0.5773502691896258,0.75,0.02083333333333328,0.6410256410256419,Stable,
Melora Hardin,30,0.850462962962963,6,0.32114434422586,0.5773502691896258,0.6111111111111112,0.04048611111111111,0.7206330921015437,Stable,
Matt James,30,0.6322916666666667,12,0.40835352306435513,0.5773502691896258,0.75,0.0454166666666667,0.6684106891701826,Stable,
"Mike ""The Miz"" Mizanin",30,0.7494047619047619,9,0.3762020131796315,1.0,0.7142857142857143,0.03809523809523811,0.7862558786831751,Stable,
Suni Lee,30,0.8430555555555556,5,0.15410687159355912,0.5,0.3333333333333333,0.0391666666666667,0.7687935034802784,Stable,
Iman Shumpert,30,0.7933333333333333,1,0.5077350867507359,1.2583057392117916,1.1,0.04944444444444448,0.8042886285803955,Stable,
Cody Rigsby,30,0.79125,3,0.19047005383792515,0.5773502691896257,0.35,0.0456818181818182,0.8716442168700691,Stable,
Melanie C,30,0.7766666666666666,11,0.3886751345948129,0.5773502691896258,0.7,0.05249999999999999,0.9045123062898813,Improving,
Jimmie Allen,30,0.7817708333333333,7,0.5553518961269905,1.1547005383792517,1.0,0.04776785714285719,0.6801550752603477,Stable,
Olivia Jade,30,0.840625,8,0.3125,1.0,0.625,0.049107142857142905,0.7721432825661535,Stable,
JoJo Siwa,30,0.9175000000000001,2,0.2288675134594813,0.5,0.45,0.033181818181818194,0.7894424966668313,Stable,
Christine Chiu,30,0.6416666666666667,14,0.16666666666666666,0.5,0.3333333333333333,0.03749999999999988,0.5192307692307689,Stable,
Kenya Moore,30,0.7312500000000001,10,0.1760106371779658,0.5773502691896257,0.3333333333333333,0.04821428571428567,0.7008267640838298,Stable,
Amanda Kloots,30,0.89375,4,0.21160254037844384,0.5773502691896257,0.4,0.030378787878787932,0.7016209612321925,Stable,
Jason Lewis,31,0.45,16,0.5773502691896257,0.5773502691896257,1.0,0.0,0.0,Insufficient_Data,
Cheryl Ladd,31,0.5499999999999999,14,0.3333333333333333,0.5,0.6666666666666666,0.03749999999999987,0.75,Stable,
Selma Blair,31,0.78,12,0.0,0.0,0.0,0.07000000000000008,0.7205882352941176,Improving,
Joseph Baena,31,0.695,11,0.25773502691896255,0.5,0.5,0.07000000000000005,0.8634361233480176,Improving,
Trevor Donovan,31,0.7958333333333333,6,0.3868945341743197,0.5773502691896257,0.7222222222222222,0.04291666666666665,0.622593896713615,Stable,
Daniel Durant,31,0.8152777777777778,5,0.4803836123934196,0.5773502691896257,0.9444444444444444,0.031666666666666676,0.7865637766681797,Stable,
Wayne Brady,31,0.90625,3,0.24855985596534888,0.5773502691896257,0.5,0.025984848484848527,0.4651169226511691,Stable,
Sam Champion,31,0.6,13,0.39433756729740643,0.5773502691896257,0.75,0.035000000000000045,0.4454545454545453,Stable,
Jessie James Decker,31,0.7083333333333334,10,0.304558378198271,0.5773502691896257,0.5833333333333334,0.06999999999999999,0.8298387096774196,Improving,
Jordin Sparks,31,0.7857142857142857,9,0.48432844257610574,0.5773502691896257,0.9285714285714286,0.04107142857142859,0.802122820318423,Stable,
Heidi D'Amelio,31,0.8218749999999999,8,0.20200317547305482,0.5773502691896257,0.375,0.038392857142857145,0.6157176157176156,Stable,
Charli D'Amelio,31,0.9475000000000001,1,0.10386751345948128,0.5,0.2,0.02954545454545457,0.6440876060775447,Stable,
Teresa Giudice,31,0.5375,15,0.25,0.5,0.5,0.0749999999999999,1.0,Insufficient_Data,
Vinny Guadagnino,31,0.6734374999999999,7,0.34375,0.5,0.6875,0.03675595238095239,0.5631305439407784,Stable,
Shangela,31,0.8637499999999999,4,0.18273502691896257,0.5773502691896257,0.35,0.03340909090909093,0.716170085838332,Stable,
Gabby Windey,31,0.90625,2,0.125,0.5,0.25,0.029318181818181847,0.6976870938438964,Stable,
Jamie Lynn Spears,32,0.5166666666666666,13,0.2886751345948129,0.5773502691896258,0.5,0.033333333333333326,1.0,Insufficient_Data,
Mira Sorvino,32,0.65,10,0.34641016151377546,0.5773502691896258,0.6,0.04333333333333333,0.9941176470588236,Stable,
Barry Williams,32,0.6932291666666667,7,0.22841878364870322,0.5773502691896258,0.4375,0.05570436507936513,0.8907014209507423,Improving,
Alyson Hannigan,32,0.7318181818181817,5,0.31303415208855134,0.5773502691896258,0.5909090909090909,0.040833333333333326,0.8087550804520907,Stable,0.033333333333333326
Xochitl Gomez,32,0.9121212121212121,1,0.17667051572491493,0.5773502691896257,0.3181818181818182,0.033333333333333284,0.6856980944959976,Stable,0.0
Adrian Peterson,32,0.5875,11,0.14433756729740643,0.5773502691896257,0.25,0.03499999999999998,0.28000000000000014,No_Clear_Trend,
Matt Walsh,32,0.4,14,0.0,0.0,0.0,0.0,0.0,Insufficient_Data,
Tyson Beckford,32,0.5,12,0.0,0.0,0.0,0.04999999999999992,0.2499999999999999,No_Clear_Trend,
Jason Mraz,32,0.8886363636363637,2,0.16222336821601574,0.7071067811865476,0.3181818181818182,0.025681818181818118,0.6283956692913386,Stable,0.050000000000000044
Lele Pons,32,0.7684523809523809,8,0.34352864833989305,0.5773502691896258,0.6428571428571429,0.050446428571428566,0.9001268876496021,Improving,
Harry Jowsey,32,0.6416666666666667,6,0.1548718722352613,0.816496580927726,0.3333333333333333,0.04041666666666668,0.7397012578616353,Stable,
Mauricio Umansky,32,0.6222222222222222,9,0.3391295628243273,0.9574271077563381,0.6666666666666666,0.08238095238095237,0.8519903212032073,Improving,
Charity Lawson,32,0.8825757575757575,4,0.2554000978871367,0.5773502691896258,0.45454545454545453,0.028636363636363585,0.8195709533096247,Stable,0.0
Ariana Madix,32,0.8840909090909089,3,0.391763734250773,0.5773502691896258,0.7272727272727273,0.030909090909090893,0.6594200602123277,Stable,0.016666666666666607
Tori Spelling,33,0.6,12,0.5773502691896258,0.5773502691896258,1.0,0.06666666666666671,1.0,Insufficient_Data,
Eric Roberts,33,0.525,10,0.5,1.0,1.0,0.037499999999999915,0.7500000000000008,Stable,
Reginald VelJohnson,33,0.5194444444444444,10,0.6924500897298752,1.0,1.3333333333333333,-0.004166666666666759,0.057692307692307376,No_Clear_Trend,
Chandler Kinney,33,0.9069444444444446,3,0.18815285255267383,0.5773502691896258,0.3333333333333333,0.03291666666666664,0.7146183206106871,Stable,
Dwight Howard,33,0.7821428571428573,6,0.3771855854332486,0.5773502691896258,0.7142857142857143,0.03392857142857144,0.36124082721814543,Stable,
Danny Amendola,33,0.8314814814814815,5,0.2057359959375475,0.5773502691896258,0.3888888888888889,0.031666666666666635,0.734513941220799,Stable,
Stephen Nedoroscik,33,0.837037037037037,4,0.33563621579596564,0.5773502691896258,0.6111111111111112,0.03236111111111108,0.8765715823466094,Stable,
Ilona Maher,33,0.8037037037037037,2,0.10951095107260987,0.408248290463863,0.2222222222222222,0.04138888888888889,0.9034590341833967,Stable,
Anna Delvey,33,0.5833333333333333,12,0.2886751345948129,0.5773502691896258,0.5,-0.033333333333333305,1.0,Insufficient_Data,
Brooks Nader,33,0.7072916666666667,9,0.20683756729740646,0.5773502691896258,0.375,0.06958333333333336,0.9759930008748908,Improving,
Phaedra Parks,33,0.7266666666666666,8,0.2568914100752347,0.7071067811865476,0.5,0.04333333333333343,0.898936170212766,Stable,
Jenn Tran,33,0.7875,7,0.3720084679281463,0.5773502691896258,0.6666666666666666,0.07642857142857143,0.9111818543573419,Improving,
Joey Graziadei,33,0.8898148148148147,1,0.2886751345948129,0.5773502691896258,0.5,0.03472222222222221,0.6696428571428571,Stable,
Corey Feldman,34,0.475,13,0.3535533905932738,0.7071067811865476,0.5,0.04999999999999994,1.0,Insufficient_Data,
