celebrity_name,ballroom_partner,season,celebrity_age_during_season,celebrity_industry,celebrity_homecountry/region,results,final_placement,reached_finale,age_group,profession_category,is_us_contestant,gender,overall_avg_score,max_score,min_score,score_range,weeks_competed,score_trend_slope,score_trend_r2,weeks_with_scores,trend_category,avg_judge_disagreement,max_judge_disagreement,avg_judge_range,partner_experience,partner_wins_current,historical_avg_rank,historical_wins,is_controversial_case,is_controversial,rank_discrepancy,scoring_system,has_judge_elimination,is_allstar_season,last_2_weeks_momentum,week1_total,week1_avg,week1_judges,week1_judge_std,week1_judge_range,week1_judge_score_ratio,week1_status,week2_total,week2_avg,week2_judges,week2_judge_std,week2_judge_range,week2_judge_score_ratio,week2_status,week3_total,week3_avg,week3_judges,week3_judge_std,week3_judge_range,week3_judge_score_ratio,week3_status,week4_total,week4_avg,week4_judges,week4_judge_std,week4_judge_range,week4_judge_score_ratio,week4_status,week5_total,week5_avg,week5_judges,week5_judge_std,week5_judge_range,week5_judge_score_ratio,week5_status,week6_total,week6_avg,week6_judges,week6_judge_std,week6_judge_range,week6_judge_score_ratio,week6_status,week7_total,week7_avg,week7_judges,week7_judge_std,week7_judge_range,week7_judge_score_ratio,week7_status,week8_total,week8_avg,week8_judges,week8_judge_std,week8_judge_range,week8_judge_score_ratio,week8_status,week9_total,week9_avg,week9_judges,week9_judge_std,week9_judge_range,week9_judge_score_ratio,week9_status,week10_total,week10_avg,week10_judges,week10_judge_std,week10_judge_range,week10_judge_score_ratio,week10_status
Lance Bass,Lacey Schwimmer,7,29,Singer/Rapper,United States,3rd Place,3,1,25-34,Music,1,Unknown,0.8116666666666668,0.95,0.6666666666666666,0.2833333333333333,10,0.026565656565656574,0.6427569159859867,10,Stable,0.5480022096101982,1.1547005383792517,1.0,6,0.0,6.166666666666667,0,0,0,-1.0,Percent,0,0,,21.5,7.166666666666667,3,1.0408329997330665,2.0,0.7166666666666667,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,21.0,7.0,3,0.0,0.0,0.7,Active,27.0,9.0,3,0.0,0.0,0.9,Active,25.0,8.333333333333334,3,1.1547005383792517,2.0,0.8333333333333334,Active,25.0,8.333333333333334,3,0.7637626158259733,1.5,0.8333333333333334,Active,28.5,9.5,3,0.5,1.0,0.95,Active,27.5,9.166666666666666,3,0.2886751345948129,0.5,0.9166666666666666,Active
Kim Kardashian,Mark Ballas,7,27,TV Personality,United States,Eliminated Week 2,11,0,25-34,Screen,1,Unknown,0.5916666666666667,0.6166666666666667,0.5666666666666667,0.050000000000000044,2,-0.050000000000000086,1.0,2,Insufficient_Data,0.43301270189221935,0.5773502691896258,0.75,21,3.0,5.190476190476191,3,0,0,0.0,Percent,0,0,,18.5,6.166666666666667,3,0.28867513459481287,0.5,0.6166666666666667,Active,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Rocco DiSpirito,Karina Smirnoff,7,41,TV Personality,United States,Eliminated Week 4,9,0,35-44,Screen,1,Unknown,0.5958333333333333,0.6666666666666666,0.5333333333333333,0.1333333333333333,4,0.01833333333333328,0.18473282442748096,4,No_Clear_Trend,0.36084391824351614,0.5773502691896258,0.625,18,1.0,6.722222222222222,1,0,0,1.0,Percent,0,0,,17.5,5.833333333333333,3,0.28867513459481287,0.5,0.5833333333333334,Active,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,18.0,6.0,3,0.0,0.0,0.6,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Brooke Burke,Derek Hough,7,37,TV Personality,United States,1st Place,1,1,35-44,Screen,1,Unknown,0.8983333333333334,1.0,0.8,0.19999999999999996,10,0.01202020202020202,0.22959936443082496,10,No_Clear_Trend,0.40414518843273806,1.1547005383792517,0.7,17,6.0,2.9411764705882355,6,0,0,0.0,Percent,0,0,,24.5,8.166666666666666,3,0.2886751345948129,0.5,0.8166666666666667,Active,24.0,8.0,3,0.0,0.0,0.8,Active,28.0,9.333333333333334,3,0.5773502691896257,1.0,0.9333333333333333,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,29.0,9.666666666666666,3,0.5773502691896257,1.0,0.9666666666666667,Active,26.0,8.666666666666666,3,1.1547005383792517,2.0,0.8666666666666667,Active,30.0,10.0,3,0.0,0.0,1.0,Active,27.5,9.166666666666666,3,0.5773502691896257,1.0,0.9166666666666666,Active,24.5,8.166666666666666,3,0.2886751345948129,0.5,0.8166666666666667,Active,30.0,10.0,3,0.0,0.0,1.0,Active
Gilles Marini,Cheryl Burke,8,33,Actor/Actress,France,2nd Place,2,1,25-34,Screen,0,Unknown,0.9227272727272727,1.0,0.8,0.19999999999999996,11,0.009999999999999964,0.3080622347949076,11,Stable,0.1837023583785173,0.5773502691896257,0.3181818181818182,25,2.0,5.8,2,0,0,-1.0,Percent,0,0,-0.033333333333333326,24.0,8.0,3,0.0,0.0,0.8,Active,27.0,9.0,3,0.0,0.0,0.9,Active,27.0,9.0,3,0.0,0.0,0.9,Active,30.0,10.0,3,0.0,0.0,1.0,Active,29.0,9.666666666666666,3,0.5773502691896257,1.0,0.9666666666666667,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,27.5,9.166666666666666,3,0.2886751345948129,0.5,0.9166666666666666,Active,28.0,9.333333333333334,3,0.2886751345948129,0.5,0.9333333333333333,Active,30.0,10.0,3,0.0,0.0,1.0,Active
Denise Richards,Maksim Chmerkoskiy,8,38,Actor/Actress,United States,Eliminated Week 3,12,0,35-44,Screen,1,Unknown,0.611111111111111,0.7,0.5333333333333333,0.16666666666666663,3,-0.03333333333333348,0.15789473684210464,3,No_Clear_Trend,0.1924500897298753,0.5773502691896258,0.3333333333333333,17,1.0,6.0,1,0,0,-3.0,Percent,0,0,,18.0,6.0,3,0.0,0.0,0.6,Active,21.0,7.0,3,0.0,0.0,0.7,Active,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
David Alan Grier,Kym Johnson,8,52,Actor/Actress,United States,Eliminated Week 5,9,0,45-54,Screen,1,Unknown,0.6933333333333334,0.8,0.5666666666666667,0.2333333333333334,5,0.03666666666666661,0.3928571428571427,5,Stable,0.46188021535170065,0.5773502691896258,0.8,14,2.0,6.285714285714286,2,0,0,-2.0,Percent,0,0,,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,24.0,8.0,3,0.0,0.0,0.8,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Lawrence Taylor,Edyta Sliwinska,8,50,Athlete,United States,Eliminated Week 7,7,0,45-54,Athlete,1,Unknown,0.6571428571428571,0.7333333333333333,0.5333333333333333,0.19999999999999996,7,0.022619047619047625,0.6016666666666666,7,Stable,0.5773502691896258,1.1547005383792517,1.0,11,0.0,7.545454545454546,0,0,0,1.0,Percent,0,0,,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,19.0,6.333333333333333,3,1.1547005383792517,2.0,0.6333333333333333,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,21.0,7.0,3,0.0,0.0,0.7,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Ty Murray,Chelsie Hightower,8,39,Athlete,United States,Eliminated Week 10,4,0,35-44,Athlete,1,Unknown,0.7266666666666667,0.8666666666666667,0.4666666666666667,0.4,10,0.02424242424242427,0.364852538765582,10,Stable,0.3175426480542941,0.5773502691896258,0.55,7,0.0,7.285714285714286,0,0,0,2.0,Percent,0,0,,14.0,4.666666666666667,3,0.5773502691896258,1.0,0.4666666666666667,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,25.0,8.333333333333334,3,0.5773502691896257,1.0,0.8333333333333334,Active,21.0,7.0,3,0.0,0.0,0.7,Active,18.0,6.0,3,0.0,0.0,0.6,Active,24.0,8.0,3,0.0,0.0,0.8,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,23.0,7.666666666666667,3,0.28867513459481287,0.5,0.7666666666666667,Active,24.0,8.0,3,0.0,0.0,0.8,Active
Shawn Johnson,Mark Ballas,8,17,Athlete,United States,1st Place,1,1,Under 25,Athlete,1,Unknown,0.881818181818182,1.0,0.7666666666666667,0.23333333333333328,11,0.017575757575757522,0.7508928571428568,11,Stable,0.3674047167570346,0.5773502691896258,0.6363636363636364,21,3.0,5.190476190476191,3,0,0,2.0,Percent,0,0,0.06666666666666665,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,24.0,8.0,3,0.0,0.0,0.8,Active,27.0,9.0,3,0.0,0.0,0.9,Active,25.0,8.333333333333334,3,0.5773502691896257,1.0,0.8333333333333334,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,28.0,9.333333333333334,3,0.5773502691896257,1.0,0.9333333333333333,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,28.0,9.333333333333334,3,0.2886751345948129,0.5,0.9333333333333333,Active,28.0,9.333333333333334,3,0.2886751345948129,0.5,0.9333333333333333,Active
Steve Wozniak,Karina Smirnoff,8,58,Entrepreneur,United States,Eliminated Week 4,10,0,55+,Other,1,Unknown,0.43333333333333335,0.5666666666666667,0.3333333333333333,0.23333333333333334,4,-0.03333333333333337,0.19230769230769196,4,No_Clear_Trend,0.4330127018922194,0.5773502691896258,0.75,18,1.0,6.722222222222222,1,0,0,3.0,Percent,0,0,,13.0,4.333333333333333,3,0.5773502691896258,1.0,0.43333333333333335,Active,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,10.0,3.3333333333333335,3,0.5773502691896258,1.0,0.3333333333333333,Active,12.0,4.0,3,0.0,0.0,0.4,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated
Belinda Carlisle,Jonathan Roberts,8,50,Singer/Rapper,United States,Eliminated Week 2,13,0,45-54,Music,1,Unknown,0.5833333333333333,0.6,0.5666666666666667,0.033333333333333326,2,0.03333333333333318,1.0,2,Insufficient_Data,0.2886751345948129,0.5773502691896258,0.5,7,0.0,8.714285714285714,0,0,0,-3.0,Percent,0,0,,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,18.0,6.0,3,0.0,0.0,0.6,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Chuck Wicks,Julianne Hough,8,29,Singer/Rapper,United States,Eliminated Week 8,6,0,25-34,Music,1,Unknown,0.7645833333333333,0.9,0.6666666666666666,0.2333333333333334,8,0.02956349206349211,0.8015090797501713,8,Stable,0.4330127018922194,0.5773502691896258,0.75,5,2.0,4.2,2,0,0,-1.0,Percent,0,0,,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,25.5,8.5,3,0.0,0.0,0.85,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Lil' Kim,Derek Hough,8,34,Singer/Rapper,United States,Eliminated Week 9,5,0,25-34,Music,1,Unknown,0.851851851851852,0.9333333333333333,0.7,0.2333333333333334,9,0.021111111111111056,0.5699999999999998,9,Stable,0.5922363354357993,1.1547005383792517,1.0555555555555556,17,6.0,2.9411764705882355,6,0,0,-1.0,Percent,0,0,,21.0,7.0,3,0.0,0.0,0.7,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,25.0,8.333333333333334,3,0.5773502691896257,1.0,0.8333333333333334,Active,27.0,9.0,3,1.0,2.0,0.9,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,28.0,9.333333333333334,3,1.1547005383792517,2.0,0.9333333333333333,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,28.0,9.333333333333334,3,0.5773502691896257,1.0,0.9333333333333333,Active,26.0,8.666666666666666,3,0.2886751345948129,0.5,0.8666666666666667,Active,0.0,,0,,,,Eliminated
Steve-O,Lacey Schwimmer,8,34,TV Personality,England,Eliminated Week 6,8,0,25-34,Screen,0,Unknown,0.5277777777777778,0.6,0.4666666666666667,0.1333333333333333,6,0.006666666666666675,0.06461538461538463,6,No_Clear_Trend,0.44703762833853306,1.5275252316519465,0.8333333333333334,6,0.0,6.166666666666667,0,0,1,4.0,Percent,0,0,,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,14.0,4.666666666666667,3,0.5773502691896258,1.0,0.4666666666666667,Active,15.0,5.0,3,0.0,0.0,0.5,Active,15.0,5.0,3,0.0,0.0,0.5,Active,18.0,6.0,3,0.0,0.0,0.6,Active,16.0,5.333333333333333,3,1.5275252316519465,3.0,0.5333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Holly Madison,Dmitry Chaplin,8,30,TV Personality,United States,Eliminated Week 4,11,0,25-34,Screen,1,Unknown,0.575,0.6,0.5333333333333333,0.06666666666666665,4,-0.02333333333333338,0.8909090909090911,4,Stable,0.2886751345948129,0.5773502691896258,0.5,3,0.0,7.0,0,0,0,0.0,Percent,0,0,,18.0,6.0,3,0.0,0.0,0.6,Active,18.0,6.0,3,0.0,0.0,0.6,Active,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Melissa Rycroft,Tony Dovolani,8,26,TV Personality,United States,3rd Place,3,1,25-34,Screen,1,Unknown,0.8893939393939394,0.9666666666666667,0.7666666666666667,0.19999999999999996,11,0.009090909090909056,0.16822429906542047,11,No_Clear_Trend,0.31491832864888675,0.5773502691896258,0.5454545454545454,21,1.0,7.666666666666667,1,0,0,-1.0,Percent,0,0,0.033333333333333326,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,29.0,9.666666666666666,3,0.5773502691896257,1.0,0.9666666666666667,Active,25.0,8.333333333333334,3,0.5773502691896257,1.0,0.8333333333333334,Active,27.0,9.0,3,0.0,0.0,0.9,Active,29.0,9.666666666666666,3,0.5773502691896257,1.0,0.9666666666666667,Active,23.0,7.666666666666667,3,0.28867513459481287,0.5,0.7666666666666667,Active,28.5,9.5,3,0.0,0.0,0.95,Active,27.5,9.166666666666666,3,0.2886751345948129,0.5,0.9166666666666666,Active
Ashley Hamiliton,Edyta Sliwinska,9,34,Actor/Actress,United States,Eliminated Week 1,16,0,25-34,Screen,1,Unknown,0.6333300000000001,0.6333300000000001,0.6333300000000001,0.0,1,0.0,0.0,0,Insufficient_Data,1.0,1.0,2.0,11,0.0,7.545454545454546,0,0,0,-3.0,Percent,0,0,,18.9999,6.3333,3,1.0,2.0,0.6333300000000001,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Debi Mazar,Maksim Chmerkoskiy,9,45,Actor/Actress,United States,Eliminated Week 3,12,0,35-44,Screen,1,Unknown,0.6666666666666666,0.7333333333333333,0.5666666666666667,0.16666666666666663,3,-0.0833333333333335,0.8928571428571428,3,Declining,0.3849001794597506,0.5773502691896258,0.6666666666666666,17,1.0,6.0,1,0,0,-2.0,Percent,0,0,,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,21.0,7.0,3,0.0,0.0,0.7,Active,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Melissa Joan Hart,Mark Ballas,9,33,Actor/Actress,United States,Eliminated Week 6,9,0,25-34,Screen,1,Unknown,0.7611105555555556,0.9333333333333333,0.6333333333333333,0.30000000000000004,6,0.019999523809523773,0.10707747853978644,6,No_Clear_Trend,0.481125224324688,0.5773502691896258,0.8333333333333331,21,3.0,5.190476190476191,3,0,0,-1.0,Percent,0,0,,24.0,8.0,3,0.0,0.0,0.8,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,28.0,9.333333333333334,3,0.5773502691896257,1.0,0.9333333333333333,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,23.9999,7.9999666666666664,3,0.5773502691896252,0.9999999999999991,0.7999966666666667,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Mark Dacascos,Lacey Schwimmer,9,45,Actor/Actress,United States,Eliminated Week 7,6,0,35-44,Screen,1,Unknown,0.8071419047619047,1.0666666666666667,0.6,0.4666666666666667,7,0.008929285714285773,0.013582744660085355,7,No_Clear_Trend,0.2886751345948129,0.5773502691896258,0.5,6,0.0,6.166666666666667,0,0,0,0.0,Percent,0,0,,28.9998,9.6666,3,0.0,0.0,0.96666,Active,21.0,7.0,3,0.0,0.0,0.7,Active,18.0,6.0,3,0.0,0.0,0.6,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,32.0,10.666666666666666,3,0.5773502691896257,1.0,1.0666666666666667,Active,21.5,7.166666666666667,3,0.28867513459481287,0.5,0.7166666666666667,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Chuck Liddell,Anna Trebunskaya,9,39,Athlete,United States,Eliminated Week 4,11,0,35-44,Athlete,1,Unknown,0.625,0.7333333333333333,0.5666666666666667,0.16666666666666663,4,-0.056666666666666636,0.8626865671641791,4,Declining,0.5773502691896258,0.5773502691896258,1.0,11,0.0,8.181818181818182,0,0,1,4.0,Percent,0,0,,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Natalie Coughlin,Alec Mazo,9,27,Athlete,United States,Eliminated Week 5,10,0,25-34,Athlete,1,Unknown,0.7999986666666666,0.8999933333333333,0.7,0.19999333333333336,5,-0.02333199999999993,0.18844869801566333,5,No_Clear_Trend,0.34641016151377546,0.5773502691896258,0.6,5,1.0,8.4,1,0,0,-3.0,Percent,0,0,,26.9998,8.999933333333333,3,0.5773502691896258,1.0,0.8999933333333333,Active,21.0,7.0,3,0.0,0.0,0.7,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,24.0,8.0,3,0.0,0.0,0.8,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated
Louie Vito,Chelsie Hightower,9,21,Athlete,United States,Eliminated Week 6,8,0,Under 25,Athlete,1,Unknown,0.71111,0.8999933333333333,0.5333333333333333,0.36666,6,-0.009522857142857114,0.018960115542495215,6,No_Clear_Trend,0.6394877180684083,1.5275252316519465,1.1666666666666667,7,0.0,7.285714285714286,0,0,0,1.0,Percent,0,0,,26.9998,8.999933333333333,3,0.5773502691896258,1.0,0.8999933333333333,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,20.0,6.666666666666667,3,1.5275252316519465,3.0,0.6666666666666666,Active,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,24.0,8.0,3,0.0,0.0,0.8,Active,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Michael Irvin,Anna Demidova,9,43,Athlete,United States,Eliminated Week 7,7,0,35-44,Athlete,1,Male,0.6452371428571428,0.7833333333333333,0.4666666666666667,0.31666666666666665,7,0.029166190476190505,0.31826077432311217,7,Stable,0.5361109642475098,1.154700538379252,0.9285714285714287,1,0.0,7.0,0,0,1,4.0,Percent,0,0,,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,14.0,4.666666666666667,3,0.5773502691896258,1.0,0.4666666666666667,Active,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,21.0,7.0,3,0.0,0.0,0.7,Active,21.9998,7.333266666666667,3,1.154700538379252,2.000000000000001,0.7333266666666667,Active,23.5,7.833333333333333,3,0.28867513459481287,0.5,0.7833333333333333,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Joanna Krupa,Derek Hough,9,30,Model,Poland,Eliminated Week 9,4,0,25-34,Model,0,Unknown,0.901851111111111,1.1999966666666666,0.6666666666666666,0.53333,9,0.005000166666666646,0.006546873520024921,9,No_Clear_Trend,0.3207501495497921,0.5773502691896258,0.5555555555555556,17,6.0,2.9411764705882355,6,0,0,-2.0,Percent,0,0,,33.9999,11.3333,3,0.0,0.0,1.13333,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,24.0,8.0,3,0.0,0.0,0.8,Active,35.9999,11.999966666666666,3,0.5773502691896257,1.0,1.1999966666666666,Active,27.5,9.166666666666666,3,0.2886751345948129,0.5,0.9166666666666666,Active,26.0,8.666666666666666,3,0.2886751345948129,0.5,0.8666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,0.0,,0,,,,Eliminated
Kathy Ireland,Tony Dovolani,9,46,Model,United States,Eliminated Week 2,14,0,45-54,Model,1,Unknown,0.6333316666666666,0.6666633333333334,0.6,0.06666333333333341,2,-0.06666333333333352,1.0,2,Insufficient_Data,0.2886751345948129,0.5773502691896258,0.5,21,1.0,7.666666666666667,1,0,0,-2.0,Percent,0,0,,19.9999,6.666633333333333,3,0.5773502691896258,1.0,0.6666633333333334,Active,18.0,6.0,3,0.0,0.0,0.6,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Tom DeLay,Cheryl Burke,9,62,Politician,United States,Withdrew,13,0,55+,Politician,1,Unknown,0.5888877777777778,0.6666633333333334,0.5,0.16666333333333339,3,-0.08333166666666679,0.986838988680194,3,Declining,0.5257834230632086,1.0,1.0,25,2.0,5.8,2,0,0,3.0,Percent,0,0,,19.9999,6.666633333333333,3,0.5773502691896258,1.0,0.6666633333333334,Active,18.0,6.0,3,0.0,0.0,0.6,Active,15.0,5.0,3,1.0,2.0,0.5,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Macy Gray,Jonathan Roberts,9,42,Singer/Rapper,United States,Eliminated Week 1,15,0,35-44,Music,1,Unknown,0.6333300000000001,0.6333300000000001,0.6333300000000001,0.0,1,0.0,0.0,0,Insufficient_Data,1.0,1.0,2.0,7,0.0,8.714285714285714,0,0,0,-2.0,Percent,0,0,,18.9999,6.3333,3,1.0,2.0,0.6333300000000001,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
Aaron Carter,Karina Smirnoff,9,21,Singer/Rapper,United States,Eliminated Week 8,5,0,Under 25,Music,1,Unknown,0.8604154166666667,1.0999933333333334,0.6,0.4999933333333334,8,-0.003769801587301585,0.0029849812654026975,8,No_Clear_Trend,0.3415063509461097,1.0,0.625,18,1.0,6.722222222222222,1,0,0,-1.0,Percent,0,0,,31.999899999999997,10.666633333333332,3,0.5773502691896258,1.0,1.0666633333333333,Active,27.0,9.0,3,0.0,0.0,0.9,Active,21.0,7.0,3,1.0,2.0,0.7,Active,18.0,6.0,3,0.0,0.0,0.6,Active,24.0,8.0,3,0.0,0.0,0.8,Active,32.9998,10.999933333333333,3,0.5773502691896258,1.0,1.0999933333333334,Active,26.5,8.833333333333334,3,0.2886751345948129,0.5,0.8833333333333333,Active,25.0,8.333333333333334,3,0.2886751345948129,0.5,0.8333333333333334,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
